ComplaintID,Date,ServiceType,ServiceProvider,CustomerName,CustomerContact,Description,ResolutionStatus
8468,2022-02-13,Telecom,Etisalat,Stephanie Cooper,23490864041548,Religious son size big professor between major I.,Open
8053,2023-03-11,Pay TV,Etisalat,Cassandra Nelson,23481220396226,Authority produce participant call several ahead huge.,In Progress
2232,2023-01-07,Pay TV,MTN,Regina Montgomery,23490742414003,Evidence investment development determine wish.,Open
1555,2023-02-18,Pay TV,MTN,Lance Rodriguez,23490811440865,Rule find war rule author force.,Open
3115,2021-12-14,Telecom,Etisalat,Isaac Blevins,23481200279965,Believe stand fund in less arm upon include.,Open
5792,2022-09-22,Pay TV,Airtel,Brian Prince,23480100362554,Up either discussion very.,Resolved
972,2021-10-22,Telecom,Glo,Tara Lucas,23481908931232,Suggest war nice clear knowledge big force.,Open
9649,2022-07-09,Pay TV,MTN,Maria Hall,2348044494577,Want her whole voice available rule.,Open
8258,2021-10-29,Telecom,Airtel,Catherine Thompson,23480320389365,Then time worry that level action.,Open
9792,2022-04-07,Telecom,Airtel,Carolyn Caldwell,23490238566013,Maybe world resource.,In Progress
234,2022-05-07,Pay TV,Etisalat,Amy Buchanan,23470361456931,Go likely country chair PM figure night.,Resolved
7835,2023-08-12,Pay TV,MTN,Jay Grant,23470953014233,Popular beyond fire maintain purpose different.,Open
1834,2022-05-19,Pay TV,Airtel,Kelli Stephens,2348043503274,Figure street actually act miss method.,In Progress
1926,2023-05-13,Pay TV,Airtel,Ronald Terry,23490636628421,Old security night structure law explain yard.,In Progress
9474,2022-09-07,Pay TV,Glo,Mrs. Kimberly Young,23470684625929,Onto project away.,Open
4743,2023-05-08,Pay TV,Glo,Kelly Steele,23481826730989,Pattern court response if.,In Progress
3335,2022-01-25,Telecom,MTN,Keith Howard,23490927975015,Both remember worker name support what suddenly accept.,In Progress
2462,2022-10-07,Pay TV,Etisalat,Ryan Acosta,23470707103807,Argue ago they myself trade.,Open
4574,2021-12-25,Pay TV,Airtel,Lisa Valenzuela,2347041825933,Sea difference child sell at.,Open
2025,2022-08-15,Pay TV,Airtel,Sabrina Williams,23490420867550,Education suddenly include per.,Resolved
1686,2022-11-09,Pay TV,Etisalat,Shelley Jones,23481637560063,Executive standard certain material really.,In Progress
8429,2023-03-23,Pay TV,Glo,Hector Wolfe,23480894519591,There force where which listen send discuss.,Open
2998,2022-07-18,Telecom,Glo,Melissa Thompson,23490655338134,Opportunity happen debate finally total.,Resolved
6104,2022-10-11,Pay TV,Airtel,Troy Carey,23481220015544,Team challenge policy say by administration form real.,Open
5327,2021-12-26,Pay TV,Etisalat,Sharon Peterson,23490872853770,Follow skin yes tax.,Resolved
3694,2023-02-07,Pay TV,MTN,Craig Atkinson,23481639413407,Congress ready benefit beat choice cut heavy.,Open
2776,2022-08-15,Pay TV,Glo,Mary Roberts DVM,23480913082115,Skill rest skin.,In Progress
6154,2022-02-11,Telecom,Glo,Kevin Martinez,23480846845184,Away daughter charge movie.,Resolved
1120,2022-11-03,Telecom,Etisalat,Matthew Adkins,2349025009386,Out lay table remain.,Open
6511,2023-01-31,Pay TV,Airtel,Edward Hughes,23481431929549,Suggest wall almost go not box.,Resolved
7082,2023-01-31,Telecom,Etisalat,Jennifer Lucas,23490272460439,Stage main bar task.,Open
7514,2022-11-22,Pay TV,MTN,Traci Carter,2347060768500,Republican find sport newspaper weight throughout.,Open
9416,2022-10-07,Pay TV,Etisalat,Katherine Barron,23470365642480,Full world window successful.,In Progress
1504,2021-10-14,Pay TV,Glo,Timothy Johnson,23480769809429,Break thing suddenly just economy agreement.,In Progress
2624,2023-05-06,Pay TV,Airtel,Matthew Robertson,23481473075643,Challenge animal rate power social record.,In Progress
3816,2022-05-06,Telecom,Etisalat,David Nguyen,23470596570358,Executive investment degree raise assume senior.,In Progress
9219,2021-11-29,Telecom,MTN,Robert Barber,23481954130054,Instead moment reason character claim.,Open
6248,2023-06-16,Pay TV,Etisalat,Jared Thompson,23481423247971,Movement father bed.,In Progress
5137,2023-02-27,Telecom,Glo,Julie Hoffman,23481824579525,It among list human trip remain.,In Progress
9633,2021-10-18,Pay TV,Glo,Edward Porter,23480172590622,Nature wear identify hot nor note build.,Resolved
73,2021-11-10,Telecom,Etisalat,Caitlin Crawford MD,23480256377439,High fast performance despite name per late.,In Progress
6007,2023-07-21,Pay TV,Airtel,Sean Bell,23490753117138,Next social keep wish stuff shake wall.,In Progress
3224,2022-09-28,Telecom,MTN,Jacob Edwards,23470987674609,Group attack rich sea speak million.,Resolved
1649,2023-05-10,Pay TV,Etisalat,Christopher Diaz,23481363084615,Think expert remain husband general war kid almost.,Resolved
7668,2022-07-19,Pay TV,Glo,Charlene Perkins,2347083544632,Son American myself rock adult difference rich.,In Progress
879,2022-06-30,Pay TV,MTN,Paige Fox,23481833361662,Lot hear candidate fine page professor thing.,Open
267,2021-11-12,Pay TV,MTN,Lindsey Anthony,2348039676478,Southern name nature itself.,Resolved
506,2021-12-30,Telecom,Airtel,Kristi Juarez,23481302517126,Year to others.,Resolved
6843,2022-08-07,Pay TV,Glo,Richard Johnson,2349066153878,Fear half might finally green fall size ok.,Resolved
8176,2023-07-15,Telecom,Airtel,Suzanne Wu,23470651592761,For focus network often safe town.,Open
8209,2021-12-16,Telecom,Glo,Ian Smith,23470676207841,Building old life top another.,In Progress
3727,2023-04-11,Pay TV,Airtel,Todd Wiley,23480230454243,Series play none mention bill movement.,Resolved
1760,2023-03-25,Telecom,Airtel,Bailey Eaton,23490848123050,Dream civil church whom already main tax.,In Progress
9448,2023-05-20,Telecom,Etisalat,Karen Elliott MD,23481456132042,Expect hour bar so.,Open
3636,2023-05-12,Telecom,Airtel,Benjamin Rice,23481166392385,Six deep fly over resource.,Resolved
2128,2022-11-29,Pay TV,Etisalat,Cody Liu,2348189063464,Fact bring black where soldier but someone.,In Progress
5865,2022-05-05,Pay TV,Airtel,Krista Ingram,23480396854587,Push baby write she maintain.,Open
4070,2022-04-26,Pay TV,Etisalat,Randy Cox,2348131245305,Skin nation early forget son.,In Progress
982,2022-04-09,Telecom,Etisalat,Tammy Jacobs,23490971234469,Very will evidence great front.,Resolved
2143,2023-03-22,Telecom,Airtel,Krystal Hess,23470461564264,Kid a age build six total nation.,Open
5926,2022-01-05,Telecom,MTN,David Schmitt,23470317381820,Really ahead ask same memory.,In Progress
9612,2021-11-10,Telecom,MTN,Derek Dominguez,23470495288441,Design improve determine be shoulder range note.,Open
160,2021-10-19,Pay TV,MTN,Krystal Harvey,23481434154632,You learn worker according.,Resolved
500,2022-04-08,Telecom,MTN,Thomas Mann,23481772439678,Seem stuff moment consider maybe.,Resolved
3441,2023-03-19,Pay TV,Etisalat,Nicole Brown,23470748912801,Better operation later forget.,In Progress
355,2021-10-12,Pay TV,Airtel,Dr. Dominic Lloyd MD,23470464865169,Seven news ground food beat market significant.,In Progress
6730,2021-12-12,Telecom,MTN,Robert Nichols,23481134623559,Growth police help pretty cold.,Open
8801,2022-10-11,Telecom,Glo,James Parker,23470622482380,Give guy seek crime least my president.,Resolved
6610,2023-05-06,Pay TV,Glo,Taylor Morris,23481897500585,Near among pretty future find.,Open
4701,2023-05-25,Pay TV,Glo,Annette Anderson,23470139781397,Chair deal cultural group.,In Progress
7272,2022-09-09,Pay TV,Glo,Amanda Johnson,23481237255518,So management wonder similar develop state would.,In Progress
6707,2023-03-15,Telecom,MTN,Stephen Hodges,23481925262,Scene threat pass energy themselves million baby.,Resolved
8594,2023-03-11,Pay TV,Glo,Daniel Bailey Jr.,23480715956232,Adult general road big.,In Progress
2985,2022-05-03,Pay TV,MTN,Brenda Jenkins,23490889142445,Class three trip site.,Open
5894,2021-11-11,Pay TV,Etisalat,Richard Brown,23480549336593,Player think always father energy purpose.,Open
3557,2023-05-07,Telecom,Glo,Rachel Reid,23490188464368,Page right outside its necessary.,In Progress
8147,2022-11-23,Telecom,MTN,Daniel Rubio,23480295472443,Suffer treat their new exist cell modern.,Resolved
8275,2023-03-20,Pay TV,Etisalat,Adam Berry,23490490886920,Fill own buy.,Resolved
2771,2022-07-10,Pay TV,Glo,Jordan Gray,23480619645767,Physical physical science which over type.,Resolved
2345,2023-03-31,Pay TV,Airtel,Alexandria Davis,23470671737008,Hand pass newspaper.,Open
3774,2022-09-12,Pay TV,Airtel,Michael Green,23481612402974,Art per admit win.,Open
9270,2022-10-09,Telecom,Etisalat,Frank Mullen,23481208781045,Base front explain next understand property tough affect.,Open
5467,2023-04-13,Pay TV,Etisalat,Andrea Wallace,23470617824440,Five role listen wall eye strategy radio answer.,In Progress
9515,2022-06-02,Telecom,Etisalat,Mr. Michael Braun DDS,23470872149937,Serve remain key where live away.,In Progress
2452,2022-05-24,Pay TV,Etisalat,Sara Thomas,23490936236251,Animal poor position expect office because sense mean.,In Progress
3635,2022-09-16,Telecom,Glo,Robert Wagner,23470680525067,Democrat often hair hundred rate view job.,Open
3259,2021-09-30,Pay TV,Etisalat,Nicole Wu,23470655561448,Writer everything spring piece wind size.,Resolved
3599,2022-09-19,Telecom,Glo,Aaron Hernandez,23490119238825,Bank ten focus most budget material.,Resolved
4937,2022-09-05,Telecom,MTN,Jon Brooks,23480682165971,Available although inside if on off.,In Progress
8421,2022-01-06,Pay TV,Glo,Dorothy Walker,23490641855629,Husband other course grow beat nature Republican.,In Progress
8332,2022-02-27,Telecom,Glo,Hunter Harrington,23480312005681,Always even identify already company specific.,Open
4637,2023-08-08,Pay TV,Airtel,Eduardo Walton,2349063631926,Develop series this administration fire specific risk.,In Progress
1249,2022-05-03,Telecom,Airtel,Timothy Martinez,2348023710116,Live will could its off shoulder.,Resolved
2594,2023-01-14,Pay TV,Airtel,Megan Gaines,23490510596036,With bill model character wind event.,In Progress
258,2022-03-03,Pay TV,Glo,Brandon Mendoza,23490480701170,Art culture sea system attack important.,Open
9067,2022-05-08,Pay TV,Etisalat,Sherry Webb,23470906252332,Charge hundred customer young night sing traditional.,Resolved
3678,2022-03-18,Telecom,MTN,Brandi Stokes,23470888270861,Lead establish until out can.,Open
6681,2022-03-22,Telecom,Airtel,Sarah Mathews,23470112607152,Happen himself gas college model.,Resolved
4066,2023-09-06,Pay TV,Etisalat,Michael Norton,23481299257965,Toward assume among a response.,Resolved
4045,2021-11-18,Telecom,Airtel,Jeremy Holmes,23490284872736,Require bill score from knowledge dinner Congress.,Open
2050,2021-09-28,Telecom,Glo,James Bean,23490973999807,Drive especially worry four finally.,In Progress
9986,2023-09-14,Pay TV,Airtel,Jamie Rivera,23480965466214,Value too chance military cup discover.,Resolved
7490,2022-10-25,Pay TV,Etisalat,Tonya Torres,23470636184212,Realize meet animal seem matter everyone defense.,In Progress
8918,2023-02-17,Pay TV,Airtel,Frank Harrison,23481815585975,Candidate major why group language arrive.,Open
4173,2023-08-01,Pay TV,Etisalat,Kristen Clark,23490147772030,Hotel dark song be dinner save.,Open
2768,2023-01-30,Telecom,Airtel,Megan Flores,23490788444884,Store at case air Democrat five nation.,Resolved
1753,2022-08-03,Pay TV,Airtel,Joseph Keith,23481620455565,Anything now case team several body degree course.,In Progress
9974,2022-02-23,Telecom,Glo,William Santos,23481507357801,During space smile name hour factor.,Open
1466,2021-11-10,Pay TV,Glo,Kristine Gentry,23490548562466,Improve recent point others thought shake.,Open
3913,2022-10-10,Telecom,Glo,Jill Clark,23480175008900,Attack form human national note though.,Open
7420,2022-03-31,Pay TV,Glo,Diane Silva,23481583548054,Find wide black father to either in.,Open
3589,2022-04-28,Pay TV,MTN,Alexander Mendoza,23481939896516,Industry art cost billion.,Resolved
6793,2023-02-15,Pay TV,MTN,Brian Patterson,23481164842614,Bank myself song another serious reflect friend.,Resolved
6509,2023-03-25,Telecom,Etisalat,Leah Taylor,23480682693336,Life mention activity newspaper receive.,In Progress
9445,2023-05-21,Pay TV,Airtel,Rebecca Nielsen,23490376763505,Fill strategy open food activity.,In Progress
6883,2022-04-08,Pay TV,Etisalat,Joseph Smith,23490406552813,Draw series think animal send moment.,In Progress
9691,2022-03-27,Telecom,Glo,Alexander Sanchez,23490167927412,Discuss government might war like.,Resolved
8733,2021-11-09,Telecom,Etisalat,Michael Lane,23490571228186,Yard evidence growth relationship practice cause.,Open
5117,2023-01-19,Telecom,Airtel,Johnny Clark,23481890765937,Good speech establish glass list area enjoy.,Resolved
223,2022-02-21,Pay TV,Etisalat,Morgan Adams,23481788198454,Finally floor by phone table region good.,In Progress
5647,2022-01-08,Telecom,Glo,Stephen Pham,23490838364292,Successful worry top general quality decide response level.,Open
8685,2022-07-14,Pay TV,MTN,Ryan Lara,23480198086432,Water heart learn too practice single.,In Progress
2503,2023-05-19,Telecom,Etisalat,Peter Taylor,23490693983577,Box billion trial poor sometimes successful.,Resolved
4194,2022-07-16,Pay TV,Etisalat,Mary Lowe,23470318274881,Half general most behavior understand second if.,In Progress
9945,2022-11-28,Telecom,MTN,Matthew Valencia,23470867922187,Radio two activity.,Open
9384,2023-02-13,Pay TV,Glo,Steven Harmon DVM,23480349909427,Spring probably per practice we.,In Progress
1438,2022-08-13,Telecom,Airtel,Megan Gallegos,23470885387350,Sense tough before paper staff week.,In Progress
2215,2023-05-04,Pay TV,Airtel,Matthew Tucker,23481330735346,When seem continue arm wrong city.,Resolved
6302,2022-06-12,Pay TV,MTN,Kristen Dennis,23480478017495,Develop single represent anything fly.,In Progress
417,2023-07-31,Telecom,Etisalat,Monica Velez,23470835266378,Today example everyone treat.,Resolved
3027,2022-05-03,Pay TV,Glo,Valerie Hardy,23470791220691,Likely majority avoid their under after pressure.,Resolved
1290,2022-06-08,Telecom,MTN,Deborah Williamson,23481155112730,Ahead arm work notice try.,Resolved
589,2023-08-12,Telecom,Airtel,Christopher Wilson,23490458524022,Cultural up among win meeting.,Resolved
2506,2021-09-24,Telecom,Etisalat,Alexa Rasmussen,23490926497856,No later we wind price move.,Open
3702,2023-04-07,Telecom,Etisalat,Paul Foley,23490254010715,Them population ever.,Resolved
4610,2023-06-30,Pay TV,Airtel,Jeff Taylor,23481798227187,Table idea around garden think figure.,In Progress
5185,2022-05-02,Pay TV,Etisalat,Mr. Paul Robertson,23481198745836,During democratic night.,Open
3131,2022-12-28,Telecom,Etisalat,Alejandro Olson,23490730375470,Must ahead reveal reduce none air.,In Progress
2659,2022-01-12,Pay TV,Glo,Brian Blankenship,23470894402701,Economy local deal.,Open
2684,2021-10-23,Telecom,MTN,Jeremy Lawrence,23481991065856,What friend above.,In Progress
9545,2023-06-20,Pay TV,Airtel,Andrew Black,2348161017536,Protect road employee get hope camera well.,In Progress
7678,2022-04-08,Telecom,Glo,Joel Davis,23481839712294,Minute tough girl those rate.,Open
7372,2021-11-12,Telecom,Glo,Marcus Benitez,23481406442022,Probably side back speech argue move far.,In Progress
3079,2021-09-22,Pay TV,Airtel,Lisa Castillo,23481735154241,Simply need film data develop.,In Progress
981,2022-10-09,Telecom,Etisalat,Mark Mcdowell,2349061107983,Might letter tax.,Open
6105,2022-08-25,Telecom,Airtel,Michael Watkins,23480690333560,Technology group grow rest travel commercial once.,Resolved
7428,2022-07-11,Telecom,Airtel,Shannon Simmons,23490194020492,With soon bank final daughter issue air impact.,In Progress
9319,2022-06-20,Pay TV,Airtel,Connie Doyle,23480234298843,War three final fear window available work.,Open
5346,2022-01-02,Telecom,Etisalat,Jennifer George,23490888308483,Fight very picture win Congress.,In Progress
4475,2021-10-18,Telecom,MTN,Joshua Henry,23470805771807,Manager story just identify network including return himself.,Open
1787,2021-12-15,Pay TV,Glo,Joanna Rice,23481330943029,Note individual design seek.,Resolved
3874,2023-03-02,Telecom,MTN,Dr. Christopher Crawford,23480632524180,Decision road table successful.,Open
3582,2022-12-05,Pay TV,Glo,Andrew Wiggins,23490810204848,Alone care water see.,Resolved
8730,2022-10-25,Pay TV,Airtel,Rebecca Brewer,23470906002797,Order idea small interest discover actually blue.,In Progress
2652,2021-12-04,Telecom,Glo,Edward Hardin,23480493222707,Participant race moment her line kitchen.,Open
1315,2023-03-14,Pay TV,Glo,Robin Gonzalez,23481330908110,Question seat expert.,Open
3983,2023-02-19,Pay TV,Glo,Nicole Harrison,234904143944,Tv member thank would think college training.,Open
4340,2022-03-21,Pay TV,Glo,Martha Miller,23481118280248,Congress recent far article.,In Progress
1317,2023-09-22,Telecom,Etisalat,Ms. Alison Blankenship,23470832968768,Sea sometimes give generation add hot.,Open
6142,2021-11-10,Telecom,Airtel,Connie Chavez,23490542547731,Safe big guy Republican improve.,Resolved
